Leadway Provider Network		
Proceedure Code	Proceedure Name	Amount
C0810091	TEVA AMLODIPINE BESILATE 10 MG	₦35.10
C0810145	ASOMEX AMLODIPINE S 5MG TAB	₦52.65
C0810232	S AMLODIPINE 2 5MG	₦122.85
C0810232A	S AMLODIPINE 5MG PER TAB	₦122.85
C0810271	PLENDIL TAB 10MG	₦203.58
C0810271	PLENDIL TAB 10MG	₦203.58
C0810273	PLENDIL TAB 5MG	₦149.18
C0810273	PLENDIL TAB 5MG	₦149.18
C0810277	LOMIR 2 5MG TAB	₦87.75
C0810289	ADALAT RETARD 20MG PER TAB	₦333.45
C0810327	ZYMFECARD 30MG XL Nifedipine XL	₦87.75
C0810341	NIFEDIPINE 20MG TAB	₦35.10
C0810343	NIFEDIPINE XL 30MG TABLET	₦70.20
C0810343	NIFEDIPINE XL 30MG TABLET	₦70.20
C0810353	NIFEGEM RETARD 20MG TAB	₦43.88
C0810353	NIFEGEM RETARD 20MG TAB	₦43.88
C0820001	AMLODIPINE 2 5MG TAB	₦80.00
C0820003	AMLONG AMLODIPINE 10MG	₦43.88
C0820005	AMLONG AMLODIPINE 5MG	₦35.10
C0820007	AMLOVER 10MG	₦105.30
C0820009	AMLOVER 5MG	₦78.98
C0820010	APROVASC  150 10MG TAB	₦307.13
C0820010	APROVASC  150 10MG TAB	₦307.13
C0820011	AMLODIPINE VALSARTAN 10 160MG TAB	₦245.70
C0820011A	EXFORGE 10 160MG PER TAB	₦414.38
C0820013	AMLODIPINE VALSARTAN 5 160MG TAB	₦245.70
C0820014	VALVAS AMLODIPINE VALSARTAN HCT 10 160 25MG TAB	₦403.65
C0820014A	AMLODIPINE VALSARTAN HCT 5 160 25MG TAB	₦403.65
C0820014A	AMLODIPINE VALSARTAN HCT 5 160 25MG TAB	₦403.65
C0820014B	VALSARTAN HCTZ 160 12 5MG1 TAB	₦122.85
C0820014B	VALSARTAN HCTZ 160 12 5MG1 TAB	₦122.85
C0820014C	AMLODIPINE VALSARTAN HCTZ 5 160 12 5MG TAB	₦403.65
C0820014C	AMLODIPINE VALSARTAN HCTZ 5 160 12 5MG TAB	₦403.65
C0820015	EXFORGE AMLODIPINE VALSARTAN 10MG 12 5MG 160MG TAB	₦414.38
C0820016	EXFORGE AMLODIPINE VALSARTAN 10 MG 320 MG TAB	₦455.00
C0820016	EXFORGE AMLODIPINE VALSARTAN 10 MG 320 MG TAB	₦455.00
C0820017	EXFORGE AMLODIPINE VALSARTAN 10MG 25MG 160MG TAB	₦414.38
C0820019	EXFORGE AMLODIPINE VALSARTAN 5MG 25MG 160MG TAB	₦357.50
C0820020	EXFORGE AMLODIPINE VALSARTAN 5MG 12 5MG 160MG TAB	₦357.50
C0820020	EXFORGE AMLODIPINE VALSARTAN 5MG 12 5MG 160MG TAB	₦357.50
C0820021	FELDENE 20MG CAPS	₦87.75
C0820023	FELODIPINE 10MG TAB	₦140.40
C0820025	NIFEDIPINE SR 30MG	₦52.65
C0910001	CAPTOPRIL 12 5MG TAB	₦122.85
C0910003	CAPTOPRIL 25MG TAB	₦122.85
C0910005	CAPTOPRIL 50MG TAB	₦122.85
C0910011	ENALAPRIL 10MG TABLETS	₦81.25
C0910011	ENALAPRIL 10MG TABLETS	₦81.25
C0910013	LISINOPRIL 10MG TAB	₦100.00
C0910015	LISINOPRIL 20MG TAB	₦26.33
C0910017	LISINOPRIL 5MG TAB	₦26.33
C0910017	LISINOPRIL 5MG TAB	₦26.33
C0910025	ZESTRIL 10MG TAB	₦198.32
C0910025	ZESTRIL 10MG TAB	₦198.32
C0910051	COVERSYL PERINDOPRIL ARGININE   5/2.5/5mg	₦373.75
C0910063	COVERSYL PERINDOPRIL ARGININE  5MG	₦373.75
C0910063	COVERSYL PERINDOPRIL ARGININE  5MG	₦373.75
C0910111	RAMIPRIL 2 5MG PER TAB	₦52.65
C0910111	RAMIPRIL 2 5MG PER TAB	₦52.65
C0910111B	RAMIPRIL 2 5MG TAB TRITACE PER TAB	₦193.05
C0910111B	RAMIPRIL 2 5MG TAB TRITACE PER TAB	₦193.05
C0910113	RAMIPRIL 5MG TAB PER TAB	₦257.99
C0910113	RAMIPRIL 5MG TAB PER TAB	₦257.99
C0910113B	RAMIPRIL 5MG TAB TRITACE PER TAB	₦257.99
C0910113B	RAMIPRIL 5MG TAB TRITACE PER TAB	₦257.99
C0910114	RAMIPRIL 10MG PER TAB	₦52.65
C0910114	RAMIPRIL 10MG PER TAB	₦52.65
C0910119	ENALAPRIL 5MG TAB TAB	₦73.13
C0910119	ENALAPRIL 5MG TAB TAB	₦73.13
C0910121	ZESTORETIC TAB	₦315.90
C0910121	ZESTORETIC TAB	₦315.90
C0910123	ZESTRIL 20MG TAB	₦284.31
C0910123	ZESTRIL 20MG TAB	₦284.31
C0910129	LOSARTAN 25MG TAB	₦87.75
C0910130	LOSARTAN 10MG TAB	₦105.30
C0910131	LOSARTAN 50MG PER TAB	₦71.43
C0910133	Valsartil 80mg Valsartan	₦122.85
C0910135	DIOVAN 160MG TABS	₦325.00
C0910137	DIOVAN 80MG TAB	₦276.25
C0910139	VALSARTAN 160MG	₦122.85
C0910173	Irbesartan 150mg	₦113.75
C0910173	Irbesartan 150mg	₦113.75
C0910231	CANDESARTAN 16MG TAB ADVANT	₦491.40
C0910231	CANDESARTAN 16MG TAB ADVANT	₦491.40
C0910233	AMIAS CANDESARTAN 2MG TAB	₦491.40
C0910233	AMIAS CANDESARTAN 2MG TAB	₦491.40
C0910235	CANDESARTAN 4MG TAB ADVANT	₦491.40
C0910235	CANDESARTAN 4MG TAB ADVANT	₦491.40
C0910237	CANDESARTAN 8MG TAB Advant	₦491.40
C0910237	CANDESARTAN 8MG TAB Advant	₦491.40
C0910248	ATACAND CANDESARTAN 16MG TAB	₦438.75
C0910248	ATACAND CANDESARTAN 16MG TAB	₦438.75
C0910249	ATACAND CANDESARTAN 8MG TAB	₦394.88
C0910249	ATACAND CANDESARTAN 8MG TAB	₦394.88
C0910292	MICARDIS 40MG	₦381.88
C0910292	MICARDIS 40MG	₦381.88
C0910294	MICARDIS 80MG	₦390.00
C0910294	MICARDIS 80MG	₦390.00
C0910353	CO DIOVAN 160 12 5MG TABLET	₦325.00
C0910353	CO DIOVAN 160 12 5MG TABLET	₦325.00
C0910355	CO DIOVAN 160 25MG TAB	₦325.00
C0910355	CO DIOVAN 160 25MG TAB	₦325.00
C0910402	VALSARTAN HCTZ 160 25MG1 TAB	₦122.85
C0910402	VALSARTAN HCTZ 160 25MG1 TAB	₦122.85
C0910402A	VALSARTAN HCTZ 80 12 5MG1 TAB	₦122.85
C0910402A	VALSARTAN HCTZ 80 12 5MG1 TAB	₦122.85
C0910402B	VALSARTAN HCTZ 80 25MG1 TAB	₦122.85
C0910402B	VALSARTAN HCTZ 80 25MG1 TAB	₦122.85
C0910419	ATACAND PLUS TAB 16 12 5MG	₦558.09
C0910419	ATACAND PLUS TAB 16 12 5MG	₦558.09
C0910435	CO MICARDIS 40 12 5MG TAB	₦381.88
C0910435	CO MICARDIS 40 12 5MG TAB	₦381.88
C0910439	CO MICARDIS 80 12 5 MG TAB	₦390.00
C0910439	CO MICARDIS 80 12 5 MG TAB	₦390.00
C0910503	Exforge 10 160 25MG PER TAB	₦500.00
C0910503	Exforge 10 160 25MG PER TAB	₦500.00
C0910525	EXFORGE 5MG 160MG PER TAB	₦390.00
C0910525	EXFORGE 5MG 160MG PER TAB	₦390.00
C0910571	Teva Lisinopril 10mg	₦35.10
C0910573	Teva Lisinopril 20mg	₦35.10
C0910599	Joltan	₦263.25
C0920001	CANDESARTAN HCTZ 16 12 5MG TAB	₦210.60
C0920003	CANDESARTAN HCTZ 8 1  5MG TAB	₦87.75
C0920005	ENARETIC  ENALAPRIL 10MG HYDROCHLOROTHIAZIDE 25MG TAB	₦113.75
C0920007	ZESTRIL 5MG TAB	₦101.79
C0920009	TEVA LISINOPRIL 5MG TAB	₦87.75
C0920011	COVERAM 5 10MG TABLET	₦373.75
C0920013	COVERAM 10 10MG TABLET	₦373.75
C0920015	COVERAM 10 5MG TABLET	₦373.75
C0920017	TEVA RAMIPRIL 10MG	₦43.88
C0920018	TELMISARTAN 40MG TABLET	₦135.14
C0920019	TELESHAL TELMISARTAN 80MG CAPLET	₦160.71
C0920021	CO DIOVAN 320 12 5MG TAB	₦373.75
C0920023	CO DIOVAN 320 25MG TAB	₦373.75
C0920025	CO DIOVAN 80 25MG TAB	₦268.13
C0920026	CO DIOVAN 80 12 5MG TAB	₦268.13
C0920026	CO DIOVAN 80 12 5MG TAB	₦268.13
C1010001	SIMVASTATIN 20MG	₦78.98
C1010002	SIMVASTATIN 10MG	₦70.20
C1010002	SIMVASTATIN 10MG	₦70.20
C1010003	SIMVASTATINE 40MG PER TAB	₦87.75
C1010003	SIMVASTATINE 40MG PER TAB	₦87.75
C1010007	FLUVASTATIN LESCOL 40MG CAP	₦263.25
C1010015	LIPITOR 10MG TAB	₦345.74
C1010017	LIPITOR 20MG TAB	₦345.74
C1010017	LIPITOR 20MG TAB	₦345.74
C1010019	LIPITOR 40MG TAB	₦345.74
C1010019	LIPITOR 40MG TAB	₦345.74
C1010025	CRESTOR ROSUVASTATIN 10MG TAB	₦324.68
C1010025	CRESTOR ROSUVASTATIN 10MG TAB	₦324.68
C1010027	CRESTOR ROSUVASTATIN 20MG TAB	₦589.68
C1010027	CRESTOR ROSUVASTATIN 20MG TAB	₦589.68
C1010029	CRESTOR ROSUVASTATIN 5MG TAB	₦315.90
C1010029	CRESTOR ROSUVASTATIN 5MG TAB	₦315.90
C1010039	Teva Atorvastatin 10mg	₦35.10
C1010039	Teva Atorvastatin 10mg	₦35.10
C1020001	ATORLIP ATORVASTATIN 10MG	₦87.75
C1020001	ATORLIP ATORVASTATIN 10MG	₦87.75
C1020003	ATOVASTATIN 10MG	₦877.50
C1020005	ATORVASTATIN 20MG	₦965.25
C1020007	TULIP ATORVASTATIN 10 MG	₦157.95
C1020007	TULIP ATORVASTATIN 10 MG	₦157.95
C1020009	ROBESTER 5MG PER TAB	₦245.70
C1020011	ROSUVASTATIN 10MG PER TAB	₦149.18
C1020011	ROSUVASTATIN 10MG PER TAB	₦149.18
C1020013	ROSUVASTATIN 20MG PER TAB	₦149.18
C1020013	ROSUVASTATIN 20MG PER TAB	₦149.18
C1020015	ROSUVASTATIN 5MG PER TAB	₦131.63
C1020015	ROSUVASTATIN 5MG PER TAB	₦131.63
C1020017	TURBOVAS ROSUVASTATIN 10MG	₦131.63
C1020017	TURBOVAS ROSUVASTATIN 10MG	₦131.63
C1020019	TURBOVAS ROSUVASTATIN 5MG	₦114.08
C1020019	TURBOVAS ROSUVASTATIN 5MG	₦114.08
C1020021	SIMVOR 20MG	₦87.75
C1020021	SIMVOR 20MG	₦87.75
C1020023	STORVAS ATORVASTATIN 10MG TAB	₦87.75
C1020023	STORVAS ATORVASTATIN 10MG TAB	₦87.75
CAB20001	CABERGOLINE 0 5MG TABS DOSTINEX	₦241.31
CAD20001	CADIOACE CAP	₦4,914.00
CAF20001	CAFFEINE 5MG ML INJ	₦4,036.50
CAL20001	CALPOL SALINE NASAL DROPS	₦2,632.50
CAP20001	CAPECITABINE 500MG TABS XELODA	₦965.25
CAP20001	CAPECITABINE 500MG TABS XELODA	₦965.25
CAS20001	CASODEX 50MG TABS	₦62.68
CAS20003	CASTOR OIL	₦684.45
CAT20001	CATAPRES 100 MICROGRAMS CLONIDINE HYDROCHLORIDE	₦175.50
CEL20001	CELEBREX CELECOXIB 200MG CAPS	₦500.18
CEN20001	CENTRUM MULTIVITAMINS TAB	₦157.95
CEN20003	CENTRUM SILVER OVER 50 TAB	₦157.95
CEN20005	CENTRUM SILVER TABS	₦157.95
CEN20007	CENTRUM TAB PLAIN	₦157.95
CHO20003	CHORIGON INJ 5000IU	₦7,371.00
CHO20004c	CHLOPHENIRAMINE 4MG TAB	₦52.65
CIK20001	CIKLAVIT SYRUP	₦2,106.00
CIT20001	CITALOPRAM 10MG TAB	₦78.98
CIT20003	CITALOPRAM 40MG TAB	₦78.98
CIT20005	ESCITALOPRAM 10 MG	₦87.75
CIT20007	ESCITALOPRAM 5MG	₦87.75
CLAR105A	CLARITYN LORATIDINE 10MG TAB	₦175.50
CLE20001	CLEEN ENEMA 21 4G 9 4G	₦877.50
CLI20001	CLINITEST TAB	₦263.25
CLO20001	CLOBETASOL PROPIONATE CREAM 25G TUBE	₦2,632.50
CLO20003	CLONAZEPAM 0 5MG TABS	₦789.75
CLO20005	CLONIDINE 100MCG TAB	₦140.40
CO0015	NORETHISTERONE 5 TABLET	₦61.43
COD20001	COD LIVER OIL CAP	₦35.10
COD20002	CODLIVER OMEGA 3 TAB	₦70.20
COD20003	CODEINE PHOSPHATE 30MG	₦87.75
COD20004	COD LIVER OIL CAP 525MG 7SEAS	₦210.60
COD20005	COD LIVER OIL SYRUP	₦1,579.50
COG20001	COGNITOL 10MG	₦70.20
COG20001	COGNITOL 10MG	₦70.20
COL20002	COLCHICINE TABS 1MG	₦87.75
COL20004	CHOLESTYRAMINE 4G POWDER	₦877.50
COL20009	COLIPAN 10MG TAB	₦52.65
COL20011	COLIPAN ELIXIR 5MG PER 5ML 100ML	₦1,316.25
COM20001	COMBIVIR PLUS TABS	₦14,917.50
COM20003	COMBIVIR TABS LAMIV PLUSZIDOV	₦14,917.50
COM20005	COMPLAN POWDER	₦4,036.50
COM20007	COMBINATION 3	₦175.50
CON20003	CONFIDENCE CONTRACEPTIVE PILL PER TAB	₦175.50
COV20001	COVERAM PLUS 10 2.5 10MG TABLET	₦438.75
CRE20002	E 45 CREAM 350G	₦2,808.00
CSM034	COLOSTOMY BAG	₦1,228.50
CSM035B	CREPE BANDAGE	₦263.25
CSM035B	CREPE BANDAGE	₦263.25
CSM035C	CREPE BANDAGE 3 5	₦263.25
CSM040	GLUCOMETER TEST STRIP	₦228.15
CSM040	GLUCOMETER TEST STRIP	₦228.15
CSM055	CONFORMING BANDAGE	₦1,140.75
CSM057	COTTON BANDAGE 3	₦175.50
CSM058	COTTON BANDAGE 4	₦210.60
CYC20001	CYCLOPHOSPHAMIDE INJ 500MG	₦4,387.50
CYC20003	Cyclosporine 50mg	₦351.00
CYP20001	CYPROHEPTADINE TAB1 TAB	₦52.65
CYP20003	CYPROHEPTADINE HCL 2MG 5ML	₦1,368.90
CYP20003	CYPROHEPTADINE HCL 2MG 5ML	₦1,368.90
CYP20005	CYPRON CAP	₦52.65
D0110001	MYCOSTATIN CREAM 25MG	₦702.00
D0110005	CLOTRIMAZOLE CREAM 1Perc 20G	₦386.10
D0110006	CLOTRIMAZOLE CREAM 20G TUBE	₦508.95
D0110007	MYCOTEN 2Perc SOLUTION 25MLS	₦877.50
D0110009	MYCOTEN CREAM 20G	₦700.00
D0110011	VECUTEN CREAM	₦965.25
D0110013	GYNO DAKTARIN X7 200MG	₦576.64
D0110014	Daktarin Cream	₦3,281.85
D0110019	BETROSIL CREAM 20MG	₦631.80
D0110021	TROSYD CREAM	₦1,579.50
D0110027	NIZORAL SHAMPOO	₦4,387.50
D0110029	SKINEAL CREAM 15GM	₦702.00
D0110031	TRAVOCORT CREAM	₦1,667.25
D0110033	DAKTACORT CREAM	₦2,895.75
D0110037	MYCOTA CREAM	₦1,404.00
D0110039	MYCOTA POWDER	₦2,895.75
D0110040	SALICYLIC ACID OINTMENT 10Perc	₦1,228.50
D0110047	LAMISIL CREAM 15G	₦4,387.50
D0110065	FULCIN SYRUP	₦842.40
D0110067	FULCIN 500MG TAB	₦78.98
D0110071	GRISEOFULVIN 125MG SYR	₦789.75
D0110073	GRISEOFULVIN 500MG TAB	₦52.65
D0110085	LAMISIL  TERBINAFINE  250MG TAB	₦561.60
D0120001	SABRESTEN CREAM	₦877.50
D0120003	CANDID V6 CLOTRIMAZOLE PER TAB	₦1,140.75
D0120005	CANESTEN VAGINAL CREAM	₦2,106.00
D0120007	GENEVIN GRISEOFULVIN 500 MG	₦52.65
D0120009	KETOCONAZOLE CREAM TUBE	₦684.45
D0120011	KETOCONAZOLE SHAMPOO	₦1,140.75
D0120013	FUNGISOL LOTION 50MLS	₦508.95
D0120015	FUNGISOL POWDER 20G	₦508.95
D0120017	MICONAZOLE 200G CREAM TUBE	₦2,632.50
D0120019	MICONAZOLE 400MG PESS OVULE	₦3,159.00
D0120021	MICONAZOLE POWDER 20MG1 BOT	₦2,106.00
D0120023	MICONAZOLE VAGINAL CREAM	₦2,632.50
D0120025	DAKTARIN ORAL GEL	₦4,738.50
D0120027	DAKTARIN POWDER	₦4,036.50
D0120029	AFRAB FUNGUSOL LOTION 50ML	₦508.95
D0120031	TERBINAFINE 250MG CAP	₦201.83
D0120033	TERBINAFINE CREAM TUBE	₦526.50
D0120035	ITRACONAZOLE 100MG	₦157.95
D0120037	TIOCONAZOLE 100MG CREAM	₦1,386.45
D0120039	TIOCONAZOLE 300MG PESSARY	₦1,404.00
D0410001	ANTHISAN CREAM 25G	₦3,510.00
D0410005	CALAMINE LOTION 100MLS	₦400.00
D0610001	BIVACYN SPRAY	₦1,053.00
D0610003	NEOMYCIN POWDER	₦702.00
D0610005	GENTAMYCIN CREAM 15G	₦614.25
D0610007	BACTROBAN CREAM 15G	₦4,387.50
D0610011	APOBACYN POWDER	₦1,579.50
D0610013	CICATRIN POWDER	₦824.85
D0610019	DERMAZINE CREAM  SMALL SIZE	₦1,667.25
D0610021	Virest	₦1,316.25
D0610023	ACICLOVIR CREAM  5Perc 2 GRAM	₦614.25
D0610025	PODOPHYLLIN PAINT 5MLS	₦2,106.00
D0610027	MUPIROCIN OINTMENT	₦2,983.50
D0620001	ACICLOVIR 200 MG RANBAXY PER TAB	₦107.81
D0620002	ACICLOVIR 400 MG TAB RANBAXY	₦638.39
D0620003	ACICLOVIR 5 PERCENT ZOVIRAX 10G	₦4,738.50
D0620005	ACICLOVIR 5 PERCENT ZOVIRAX 2G	₦3,510.00
D0620007	ACICLOVIR 800 MG TILLOMED PER TAB	₦80.23
D0620009	ACICLOVIR CREAM 10GRAMS ZOVIRAX	₦3,510.00
D0620011	ACICLOVIR TAB 400MG ZOVIRAX	₦125.36
D0620013	ACYCLOVIR EYE DROP	₦4,212.00
D0620015	ACICLOVIR 200 MG ACYLEX PER TAB	₦62.68
D0620017	AFRAB BANEDIF POWDER 5GMS	₦702.00
D0620019	NEOMYCIN 500MG TAB	₦26.33
D0620021	NEOMYCIN EYE DROP	₦1,333.80
D0620023	NEOMYCIN POLMIXIN DEXAMETHASONE EYE DROP	₦2,106.00
D0620025	SILVER NITRATE STICK AVOCA	₦702.00
D0620025	SILVER NITRATE STICK AVOCA	₦702.00
D0620027	SILVER NITRATRE STICKS	₦702.00
D0620027	SILVER NITRATRE STICKS	₦702.00
D0710001	BIOCOTEN CREAM 20MG	₦789.75
D0710003	HYDROCORTISONE CREAM	₦877.50
D0710005	LOCASALENE CREAM 30G	₦1,755.00
D0710007	BENZYL PEROXIDE 5Perc LOTION	₦7,195.50
D0710009	BETAMETHAZONE CREAM	₦614.25
D0710019	CLOBETASOL CREAM 45G	₦4,036.50
D0710023	BETNOVATE N CREAM	₦5,616.00
D0710024	BETNOVATE C CREAM	₦3,861.00
D0710024A	BETNOVATE CREAM	₦3,159.00
D0710025	NEOPRESOL LOTION	₦1,579.50
D0710029	FUNBACT A CREAM	₦702.00
D0710033	DIPROSALIC OINTMENT 30 G	₦4,738.50
D0710037	Betadrone N	₦877.50
D0720001	BETAMETHASONE EYE DROP	₦965.25
D0720003	BEOPTIC EYE OINTMENT	₦702.00
D0720005	BEOPTIC N EYEDROP	₦1,140.75
D0720007	BETAMETHASONE N CREAM	₦877.50
D0720009	BETAMETHASONE NEOMYCIN EAR DROP1 BOT	₦877.50
D0720011	ANUSOL HC SUPPOSITORIES	₦299.81
D0720013	HYDROCORTISONE 10MG TAB	₦58.50
D0720015	HYDROCORTISONE PLUS NEOMYCIN CREAM OINT	₦1,053.00
D1010001	RETIN A CREAM	₦4,914.00
D1010003	BENZYL PEROXIDE 10Perc LOTION	₦8,450.00
D1010007	Neo Medrol Lotion	₦4,036.50
D1020001	BENZOYL PEROXIDE LOTION CLEARE	₦4,387.50
D1110001	COLLOMACK SOLUTION 10ML	₦2,106.00
DAF20001	DAFLON FLAVONOID 500MG TAB	₦157.95
DAN20001	DANAZOL 200MG TAB	₦456.30
DEB20001	ARIPIPRAZOLE 20MG	₦386.10
DED20001	HEMOGLOBIN	₦2,281.50
DEE20001	DEEP HEAT OINTMENT	₦2,544.75
DHE20001	DHEAS INJ	₦10,530.00
DI0040	HYDROGEN PEROXIDE SOLUTION	₦351.00
DIC20001	DICLAIR HP HCG 5000 IU INJEC	₦8,248.50
DIC20002	HUMAN CHORIONIC GONADOTROPHIN HCG 5000IU INJECTION	₦12,285.00
DIC20002	HUMAN CHORIONIC GONADOTROPHIN HCG 5000IU INJECTION	₦12,285.00
DIC20002	HUMAN CHORIONIC GONADOTROPHIN HCG 5000IU INJECTION	₦12,285.00
DIT20001	DITROPAN 2 5MG TAB	₦877.50
DIT20003	DITROPAN 5MG TAB	₦877.50
DOP20001	DOPAMINE INJ 2 5MG TAB	₦1,625.00
DOX20001	DOXORUBICIN 50MG INJ	₦21,060.00
EFA20001	EFAVIRENZ 600MG TAB	₦13,162.50
ELD20001	ELDERVIT INJECTION AMP	₦400.00
EMV20001	EMVIT VITAMIN C 100MG PER TAB	₦20.00
EMZ20001	EMZOR PARACETAMOL SYRUP 60ML	₦600.00
EMZ20003	EMZOR FOLIC ACID 5MG PER TAB	₦35.10
EMZ20007	EMZOLYTE PLUS ORS ZINC	₦351.00
EMZ20009	EMZOR VITAMIN E 400MG PER CAP	₦526.50
ENT20001	ENTEROGERMINA SOLUTION	₦351.00
EPI20001	EPIRUBICIN 50MG INJ	₦15,795.00
EPI20001	EPIRUBICIN 50MG INJ	₦15,795.00
ERY20001	ERYTHROPOEITIN INJ 2000 IU	₦12,285.00
ERY20003	ERYTHROPOEITIN INJ 4000IU	₦12,285.00
ERY20007	ERYTHROPOETIN INJ 10000IU	₦17,550.00
ESS20001	ESSENTIALE FORTE 300MG	₦70.20
EVE20001	EVENING PRIMROSE 500MG CAP	₦70.20
EVI20001	EVIOL 100MG CAPGEL	₦70.20
FAM20001	FAMOTIDINE TAB 40MG	₦438.75
FEL20001	FELODIPINE 5MG TAB	₦87.75
FEN20001	FENTANYL INJECTION 50MG PER 1ML	₦4,212.00
FEN20003	FENTANYL 100MCG INJ	₦8,125.00
FER20001	FERROUS GLUCONATE 300MG	₦35.10
FER20003	FERROUS SULPHATE TAB	₦35.10
FER20003	FERROUS SULPHATE TAB	₦35.10
FER20005	FERTILAID FOR MEN	₦210.60
FIL20001	FILGRASTIM INJECTION	₦30,875.00
FIL20003	FILGRATIS CAP CHONDROITON AND GLUCOSAMINE	₦122.85
FLE20001	FLEET ENEMA	₦6,142.50
FLO20001	FLORANORM	₦702.00
FLO20001	FLORANORM	₦702.00
FLU20001	5 FLUOROURACIL 500MG INJ	₦1,755.00
FLU20002	FLUOROURACIL 250MG	₦877.50
FLU20003	FLUOXETINE 20MG CAPS BRISTOL	₦175.50
FOL20001	FOLIMOP FOLIC ACID SYRUP 100ML	₦702.00
FOL20003	FOLLICLE STIMULATING HORMONEN FSH INJECTION	₦12,285.00
FOS20001	FOSTIMON 75IU INJ	₦12,285.00
FUC20001	FUCIDIN ACID CREAM 150MG	₦1,175.85
FUC20003	FUCIDIN CREAM 30G	₦1,228.50
FYB20001	FYBOGEL GRANULES	₦210.60
G0010001	GYNOTROSYD OVULE 100MG	₦313.39
G0010004	GYNOTROSYD  OVULE 300MG	₦789.75
G0110005	Klovinal	₦2,457.00
G0110011	CANESTEN PESSARY PER TAB	₦760.50
G0110013	MYCOTEN OVULE  PESSARIES 100MG	₦1,053.00
G0110015	SABRESTEN VAG CREAM	₦1,579.50
G0110017	GYNODACTARIN  40G CREAM	₦3,948.75
G0110021	GYNO DAKTARIN X3 400MG	₦1,316.25
G0110023	ENDIX G CREAM	₦702.00
G0110025	GYNO BETNOSIL CREAM	₦1,368.90
G0110027	GYNO BETNOSIL TAB	₦228.15
G0120001	CLINDAMYCIN 300MG CAP	₦87.75
G0120003	CLINDAMYCIN INJECTION 600MG ML	₦2,106.00
G0120005	DALACIN T 1 PERCENT SOLUTION	₦10,881.00
G0120007	KLABAX SYR 125MG 5ML	₦2,281.50
G0120009	ECONEX G CREAM	₦702.00
G0120011	FLAGYL 400MG TAB	₦87.75
G0120013	FLAGYL 4PERCENT 60ML	₦1,579.50
G0120015	FLAGYL INFUSION 500MG 100ML	₦877.50
G0120017	METRONIDAZOLE 100MG SYRUP	₦600.00
G0120019	METRONIDAZOLE MICONAZOLE 750 200MG PESSARIES NEO PENETRAN FORTE	₦1,579.50
G0120021	METRONIDAZOLE PER CLOTRIMAZOLE PER LACTOBACILLUS	₦1,579.50
G0210005	BROMERGON BROMOCRIPTINE 2 5MG PER TAB	₦122.85
G0210007	PARLODEL 2 5MG TAB	₦175.50
G0210009	CABERGOLINE 0 5MG TABS	₦241.31
G0220001	BISOLVON 8MG TAB	₦87.75
G0220003	BROMHEXINE 4MG TAB	₦70.20
G0220005	ERGOMETRINE INJECTION	₦1,316.25
G0310001	MICROGYNON TABLET	₦91.26
G0310003	NORISTERAT	₦1,755.00
G0310009	DEPO PROVERA 150MG INJ	₦438.75
G0310013	SUSTANON INJ 250MG	₦7,897.50
G0310014	PHENERGAN CREAM 2 PERCENT 30G	₦1,228.50
G0310014A	PHENERGAN INJ	₦526.50
G0310014B	PHENERGAN SYRUP	₦2,106.00
G0310015	PROVIRON 25MG PER TAB	₦193.05
G0310017	PRIMOGYN DEPOT 10MG INJ	₦1,755.00
G0310021	PRIMOLUT DEPOT 250MG INJ	₦2,457.00
G0310025	GESTONE 100MG INJ	₦3,510.00
G0310027	GESTONE 50MG INJ	₦3,510.00
G0310031	DUPHASTON 10MG TAB	₦228.15
G0310033	PRIMOLUT N 5MG TAB	₦87.75
G0310035	GYNAECOSID	₦877.50
G0310035	GYNAECOSID	₦877.50
G0310037	PREGNYL 5000IU INJ	₦10,881.00
G0310039	MENOGON 75IU INJ	₦5,265.00
G0310043	Diane 35	₦315.90
G0320001	CLOMIPHENE CITRATE 50MG TAB	₦263.25
G0320001	CLOMIPHENE CITRATE 50MG TAB	₦263.25
G0320001B	CLOMID CLOMIPHENE CITRATE 50MG TAB	₦456.30
G0320003	IKACLOMIN 50MG TAB	₦87.75
G0320005	ESTRADIOL  2MG	₦122.85
G0320007	MEDROXYLPROGESTERONE 150MG	₦315.90
G0320009	PROVERA MEDROXYPROGESTERON 5MG	₦175.50
G0320011	NORIDAY NORETHISTERONE	₦87.75
G0320013	UTROGESTAN 200MG PESSARIES	₦193.05
G0320015	PROGESTERONE INJ 25MG PER ML	₦2,457.00
G0320016	HYDROXY PROGESTERONE DEPOT 250MG INJ1 AMP	₦1,755.00
G0320017	TESTOSTERONE INJECTION	₦702.00
G0320017	TESTOSTERONE INJECTION	₦702.00
G0410001	OXYBUTYNIN	₦210.60
G0410003	DETRUSITOL 2MG TAB	₦351.00
G0410005	DETRUSITOL XL 4MG CAP	₦1,053.00
G0410007	AVOMINE 25MG TAB	₦70.20
G0410011	Viagra	₦2,106.00
G0410017	TADALIS TADALAFIL 20MG	₦526.50
G0410019	TAMSULOSIN HYDROCHLORIDE 0 4MG CAP	₦122.85
G0410019	TAMSULOSIN HYDROCHLORIDE 0 4MG CAP	₦122.85
G0410023	FINASTERIDE 5MG TAB	₦105.30
G0410023	FINASTERIDE 5MG TAB	₦105.30
G0410025	PROSCAR 5MG PER TAB	₦526.50
G0410027	AVODART  0 5MG DUTASTERIDE	₦263.25
